candidate_id,age_group,years_experience,education_level,current_location,willing_to_relocate,preferred_work_model
CAN01588,40-49,9,Bachelor,Berlin,False,Hybrid
CAN01589,40-49,3,Vocational training,Hamburg,False,On-site
CAN01590,40-49,6,Doctorate,Other Germany,False,Remote
CAN01591,30-39,3,Bachelor,Other Germany,True,Hybrid
CAN01592,30-39,4,Bachelor,Cologne,False,Hybrid
CAN01593,30-39,7,Other,Berlin,False,Remote
CAN01594,20-29,1,Master,Outside Germany,False,Remote
CAN01595,20-29,1,Vocational training,Cologne,False,Hybrid
CAN01596,40-49,3,Vocational training,Other Germany,True,Hybrid
CAN01597,40-49,14,Vocational training,Other Germany,False,Hybrid
CAN01598,40-49,2,Bachelor,Other Germany,False,No preference
CAN01599,50+,12,Vocational training,Other Germany,False,Hybrid
CAN01600,40-49,5,Bachelor,Frankfurt,True,Hybrid
CAN01601,30-39,7,Vocational training,Other Germany,False,Hybrid
CAN01602,50+,11,Bachelor,Outside Germany,False,Remote
CAN01603,40-49,3,Master,Frankfurt,False,Hybrid
CAN01604,20-29,2,Bachelor,Frankfurt,False,Hybrid
CAN01605,40-49,9,Vocational training,Cologne,False,Hybrid
CAN01606,30-39,4,Bachelor,Hamburg,False,Remote
CAN01607,40-49,5,Bachelor,Outside Germany,True,Hybrid
CAN01608,40-49,9,Vocational training,Berlin,False,No preference
CAN01609,30-39,8,Doctorate,Other Germany,False,Remote
CAN01610,40-49,3,Bachelor,Frankfurt,False,Hybrid
CAN01611,20-29,6,Vocational training,Munich,True,Remote
CAN01612,30-39,3,Bachelor,Berlin,True,Hybrid
CAN01613,40-49,4,Vocational training,Munich,True,Hybrid
CAN01614,30-39,8,Vocational training,Berlin,False,Hybrid
CAN01615,40-49,7,Master,Outside Germany,False,Hybrid
CAN01616,40-49,5,Master,Other Germany,True,Remote
CAN01617,40-49,2,Master,Other Germany,True,Hybrid
CAN01618,50+,24,Bachelor,Other Germany,False,Hybrid
CAN01619,30-39,7,Bachelor,Cologne,True,Hybrid
CAN01620,40-49,4,Vocational training,Berlin,False,No preference
CAN01621,20-29,3,Master,Berlin,True,Hybrid
CAN01622,50+,25,Vocational training,Other Germany,True,On-site
CAN01623,30-39,3,Master,Munich,False,Remote
CAN01624,40-49,1,Master,Frankfurt,False,No preference
CAN01625,40-49,1,Master,Munich,True,No preference
CAN01626,20-29,4,Bachelor,Frankfurt,False,Remote
CAN01627,30-39,9,Bachelor,Hamburg,False,On-site
CAN01628,40-49,11,Vocational training,Other Germany,False,Hybrid
CAN01629,40-49,2,Bachelor,Other Germany,False,Hybrid
CAN01630,20-29,2,Doctorate,Other Germany,False,Hybrid
CAN01631,40-49,6,Bachelor,Other Germany,False,Hybrid
CAN01632,20-29,2,Bachelor,Berlin,False,Remote
CAN01633,40-49,5,Vocational training,Outside Germany,True,Remote
CAN01634,20-29,5,Vocational training,Other Germany,True,Remote
CAN01635,30-39,1,Vocational training,Outside Germany,False,No preference
CAN01636,50+,16,Vocational training,Other Germany,False,Remote
CAN01637,40-49,10,Vocational training,Hamburg,False,Hybrid
CAN01638,30-39,12,Bachelor,Frankfurt,False,Hybrid
CAN01639,30-39,2,Bachelor,Other Germany,False,Remote
CAN01640,40-49,3,Bachelor,Other Germany,True,Hybrid
CAN01641,40-49,13,Vocational training,Cologne,False,Hybrid
CAN01642,30-39,7,Master,Cologne,True,No preference
CAN01643,20-29,3,Vocational training,Other Germany,False,Hybrid
CAN01644,40-49,9,Other,Other Germany,True,Hybrid
CAN01645,40-49,9,Other,Outside Germany,False,Hybrid
CAN01646,40-49,5,Vocational training,Munich,False,Remote
CAN01647,40-49,3,Bachelor,Berlin,False,On-site
CAN01648,40-49,8,Master,Berlin,False,No preference
CAN01649,40-49,6,Bachelor,Other Germany,False,Remote
CAN01650,20-29,5,Vocational training,Frankfurt,True,Remote
CAN01651,30-39,6,Vocational training,Outside Germany,False,Hybrid
CAN01652,40-49,10,Vocational training,Hamburg,False,On-site
CAN01653,40-49,9,Vocational training,Munich,True,Remote
CAN01654,40-49,17,Vocational training,Other Germany,False,Hybrid
CAN01655,50+,8,Bachelor,Other Germany,True,Remote
CAN01656,40-49,1,Bachelor,Other Germany,False,Remote
CAN01657,40-49,5,Master,Berlin,False,Hybrid
CAN01658,50+,20,Vocational training,Munich,False,Hybrid
CAN01659,40-49,3,Master,Berlin,True,Hybrid
CAN01660,40-49,3,Vocational training,Other Germany,False,Remote
CAN01661,30-39,4,Bachelor,Munich,True,No preference
CAN01662,40-49,4,Vocational training,Berlin,False,Hybrid
CAN01663,40-49,4,Doctorate,Munich,False,Hybrid
CAN01664,20-29,4,Bachelor,Frankfurt,False,Hybrid
CAN01665,50+,10,Master,Munich,False,On-site
CAN01666,50+,12,Other,Other Germany,False,Hybrid
CAN01667,30-39,14,Bachelor,Cologne,False,Hybrid
CAN01668,40-49,9,Bachelor,Frankfurt,False,Hybrid
CAN01669,40-49,10,Bachelor,Berlin,True,Remote
CAN01670,30-39,10,Bachelor,Frankfurt,False,Hybrid
CAN01671,30-39,6,Master,Berlin,False,Hybrid
CAN01672,30-39,1,Vocational training,Hamburg,False,Remote
CAN01673,40-49,15,Master,Berlin,False,On-site
CAN01674,20-29,5,Master,Frankfurt,False,Remote
CAN01675,30-39,2,Bachelor,Other Germany,False,Hybrid
CAN01676,30-39,4,Vocational training,Munich,False,Remote
CAN01677,20-29,0,Doctorate,Cologne,True,Hybrid
CAN01678,30-39,4,Vocational training,Other Germany,True,Hybrid
CAN01679,40-49,3,Other,Other Germany,False,Remote
CAN01680,30-39,12,Bachelor,Frankfurt,True,Remote
CAN01681,30-39,10,Vocational training,Outside Germany,False,Remote
CAN01682,30-39,13,Bachelor,Frankfurt,False,No preference
CAN01683,40-49,4,Master,Frankfurt,False,Hybrid
CAN01684,40-49,9,Bachelor,Other Germany,True,Remote
CAN01685,40-49,6,Bachelor,Outside Germany,False,No preference
CAN01686,50+,23,Master,Other Germany,True,Hybrid
CAN01687,30-39,7,Doctorate,Berlin,False,Hybrid
CAN01688,40-49,5,Bachelor,Cologne,True,Hybrid
CAN01689,30-39,1,Master,Munich,False,Remote
CAN01690,40-49,3,Master,Hamburg,True,Hybrid
CAN01691,40-49,10,Other,Berlin,True,Hybrid
CAN01692,40-49,6,Bachelor,Berlin,True,Hybrid
CAN01693,30-39,2,Vocational training,Other Germany,False,Hybrid
CAN01694,30-39,4,Master,Other Germany,False,No preference
CAN01695,50+,14,Vocational training,Frankfurt,False,Hybrid
CAN01696,30-39,5,Vocational training,Munich,True,Remote
CAN01697,20-29,5,Vocational training,Hamburg,True,Remote
CAN01698,20-29,0,Master,Berlin,True,Remote
CAN01699,30-39,5,Vocational training,Berlin,False,Hybrid
CAN01700,30-39,3,Vocational training,Munich,True,On-site
CAN01701,30-39,11,Vocational training,Other Germany,True,Hybrid
CAN01702,50+,13,Doctorate,Outside Germany,False,No preference
CAN01703,20-29,1,Bachelor,Berlin,True,Hybrid
CAN01704,40-49,2,Bachelor,Berlin,True,Remote
CAN01705,20-29,2,Vocational training,Other Germany,False,Hybrid
CAN01706,40-49,15,Vocational training,Hamburg,False,Hybrid
CAN01707,30-39,16,Bachelor,Frankfurt,False,Hybrid
CAN01708,30-39,8,Bachelor,Berlin,True,On-site
CAN01709,40-49,13,Bachelor,Outside Germany,False,No preference
CAN01710,40-49,6,Other,Frankfurt,False,Remote
CAN01711,40-49,2,Vocational training,Cologne,True,Hybrid
CAN01712,30-39,2,Vocational training,Cologne,False,Hybrid
CAN01713,40-49,4,Master,Frankfurt,False,No preference
CAN01714,30-39,7,Bachelor,Other Germany,True,Hybrid
CAN01715,30-39,8,Vocational training,Other Germany,False,Hybrid
CAN01716,40-49,4,Vocational training,Berlin,True,Hybrid
CAN01717,40-49,4,Bachelor,Cologne,False,Hybrid
CAN01718,20-29,6,Master,Frankfurt,True,Hybrid
CAN01719,20-29,4,Vocational training,Other Germany,True,Hybrid
CAN01720,30-39,13,Other,Other Germany,False,Hybrid
CAN01721,30-39,10,Bachelor,Munich,False,Hybrid
CAN01722,30-39,10,Bachelor,Cologne,True,Remote
CAN01723,20-29,1,Master,Other Germany,False,Hybrid
CAN01724,40-49,4,Master,Berlin,True,Hybrid
CAN01725,40-49,11,Master,Frankfurt,False,Hybrid
CAN01726,30-39,5,Other,Other Germany,False,Remote
CAN01727,30-39,4,Master,Hamburg,False,No preference
CAN01728,30-39,4,Master,Other Germany,True,Hybrid
CAN01729,20-29,2,Vocational training,Cologne,False,Remote
CAN01730,40-49,16,Bachelor,Munich,True,Hybrid
CAN01731,40-49,5,Bachelor,Hamburg,False,Remote
CAN01732,20-29,6,Bachelor,Other Germany,True,Hybrid
CAN01733,30-39,3,Vocational training,Cologne,False,Remote
CAN01734,20-29,2,Bachelor,Hamburg,True,Hybrid
CAN01735,20-29,7,Vocational training,Cologne,False,Hybrid
CAN01736,20-29,0,Vocational training,Munich,False,No preference
CAN01737,40-49,5,Bachelor,Frankfurt,False,Hybrid
CAN01738,40-49,8,Vocational training,Munich,False,Hybrid
CAN01739,30-39,4,Vocational training,Frankfurt,False,Hybrid
CAN01740,50+,18,Vocational training,Outside Germany,False,No preference
CAN01741,20-29,1,Vocational training,Outside Germany,False,No preference
CAN01742,40-49,8,Bachelor,Frankfurt,False,Remote
CAN01743,20-29,2,Bachelor,Berlin,False,Hybrid
CAN01744,40-49,2,Vocational training,Other Germany,False,Hybrid
CAN01745,40-49,3,Vocational training,Frankfurt,True,Hybrid
CAN01746,40-49,3,Vocational training,Other Germany,False,Remote
CAN01747,50+,8,Master,Berlin,False,Hybrid
CAN01748,40-49,12,Master,Berlin,True,On-site
CAN01749,40-49,11,Bachelor,Other Germany,False,No preference
CAN01750,40-49,6,Bachelor,Other Germany,False,Hybrid
CAN01751,30-39,17,Bachelor,Frankfurt,False,On-site
CAN01752,30-39,2,Bachelor,Berlin,True,Hybrid
CAN01753,30-39,9,Master,Frankfurt,False,Hybrid
CAN01754,50+,12,Vocational training,Hamburg,True,Hybrid
CAN01755,40-49,1,Bachelor,Berlin,False,Remote
CAN01756,30-39,2,Bachelor,Berlin,True,Remote
CAN01757,40-49,11,Bachelor,Frankfurt,False,No preference
CAN01758,20-29,7,Bachelor,Berlin,True,Hybrid
CAN01759,40-49,2,Master,Berlin,True,Hybrid
CAN01760,40-49,8,Bachelor,Other Germany,False,Remote
CAN01761,40-49,5,Vocational training,Frankfurt,False,Hybrid
CAN01762,20-29,6,Master,Hamburg,False,Hybrid
CAN01763,30-39,1,Vocational training,Munich,False,Hybrid
CAN01764,40-49,10,Vocational training,Other Germany,True,Hybrid
CAN01765,40-49,2,Bachelor,Munich,True,Remote
CAN01766,20-29,1,Bachelor,Frankfurt,False,No preference
CAN01767,30-39,10,Master,Berlin,False,No preference
CAN01768,40-49,10,Master,Frankfurt,True,Hybrid
CAN01769,40-49,5,Bachelor,Frankfurt,False,On-site
CAN01770,30-39,5,Bachelor,Other Germany,False,Remote
CAN01771,20-29,9,Bachelor,Berlin,False,No preference
CAN01772,40-49,3,Vocational training,Berlin,False,Hybrid
CAN01773,30-39,1,Master,Other Germany,False,Hybrid
CAN01774,40-49,4,Vocational training,Other Germany,False,Hybrid
CAN01775,40-49,6,Master,Frankfurt,False,On-site
CAN01776,20-29,0,Bachelor,Berlin,False,Remote
CAN01777,20-29,2,Bachelor,Berlin,True,Remote
CAN01778,20-29,2,Doctorate,Hamburg,False,On-site
CAN01779,30-39,3,Bachelor,Berlin,True,Remote
CAN01780,30-39,4,Vocational training,Frankfurt,False,Remote
CAN01781,40-49,6,Other,Other Germany,True,Remote
CAN01782,30-39,11,Master,Other Germany,False,Remote
CAN01783,30-39,1,Bachelor,,False,Remote
CAN01784,30-39,6,Bachelor,Outside Germany,True,Hybrid
CAN01785,50+,8,Master,Munich,True,No preference
CAN01786,40-49,2,Master,Other Germany,True,No preference
CAN01787,40-49,22,Bachelor,Other Germany,False,Hybrid
CAN01788,30-39,7,Bachelor,Frankfurt,False,Remote
CAN01789,20-29,7,Bachelor,Berlin,False,On-site
CAN01790,30-39,6,Master,Other Germany,False,No preference
CAN01791,30-39,3,Bachelor,Outside Germany,False,Remote
CAN01792,40-49,6,Bachelor,Other Germany,True,Hybrid
CAN01793,40-49,9,Bachelor,Cologne,True,Remote
CAN01794,30-39,12,Vocational training,Hamburg,True,No preference
CAN01795,30-39,5,Master,Berlin,False,On-site
CAN01796,20-29,5,Bachelor,Other Germany,True,Hybrid
CAN01797,30-39,5,Bachelor,Outside Germany,False,Remote
CAN01798,20-29,8,Master,Outside Germany,False,Hybrid
CAN01799,30-39,2,Vocational training,Other Germany,True,Remote
CAN01800,30-39,9,Master,Other Germany,False,Remote
CAN01801,40-49,8,Bachelor,Berlin,False,Remote
CAN01802,40-49,4,Other,Frankfurt,False,On-site
CAN01803,40-49,13,Vocational training,Berlin,False,Hybrid
CAN01804,40-49,4,Bachelor,Other Germany,False,Remote
CAN01805,40-49,9,Vocational training,Berlin,True,Remote
CAN01806,50+,15,Vocational training,Other Germany,True,No preference
CAN01807,40-49,4,Master,Berlin,True,Hybrid
CAN01808,30-39,1,Doctorate,Other Germany,False,On-site
CAN01809,30-39,4,Vocational training,Frankfurt,False,Hybrid
CAN01810,20-29,6,Master,Frankfurt,False,On-site
CAN01811,40-49,11,Vocational training,Outside Germany,False,Hybrid
CAN01812,20-29,1,Bachelor,Frankfurt,False,Hybrid
CAN01813,40-49,8,Other,Berlin,True,Remote
CAN01814,20-29,6,Bachelor,Berlin,False,No preference
CAN01815,30-39,7,Vocational training,Berlin,False,No preference
CAN01816,20-29,5,Bachelor,Frankfurt,True,On-site
CAN01817,30-39,5,Bachelor,Outside Germany,False,Hybrid
CAN01818,40-49,8,Bachelor,Hamburg,True,Hybrid
CAN01819,40-49,7,Bachelor,Hamburg,True,Hybrid
CAN01820,30-39,8,Bachelor,Frankfurt,True,Remote
CAN01821,20-29,1,Vocational training,Other Germany,False,No preference
CAN01822,30-39,4,Other,Other Germany,False,Hybrid
CAN01823,20-29,3,Bachelor,Hamburg,False,On-site
CAN01824,40-49,6,Bachelor,Other Germany,False,Remote
CAN01825,30-39,6,Bachelor,Munich,False,Remote
CAN01826,40-49,5,Vocational training,Other Germany,True,Remote
CAN01827,20-29,4,Other,Frankfurt,False,Remote
CAN01828,20-29,1,Vocational training,Other Germany,True,Hybrid
CAN01829,30-39,0,Master,Hamburg,False,No preference
CAN01830,40-49,2,Vocational training,Hamburg,True,Remote
CAN01831,30-39,8,Bachelor,Berlin,False,Hybrid
CAN01832,20-29,2,Master,Berlin,False,Hybrid
CAN01833,40-49,1,Doctorate,Other Germany,False,Remote
CAN01834,40-49,9,Vocational training,Frankfurt,True,On-site
CAN01835,40-49,25,Vocational training,Frankfurt,False,Remote
CAN01836,40-49,6,Bachelor,Frankfurt,False,Hybrid
CAN01837,40-49,5,Vocational training,,True,Hybrid
CAN01838,50+,14,Bachelor,Other Germany,True,On-site
CAN01839,50+,13,Vocational training,Frankfurt,False,On-site
CAN01840,30-39,13,Bachelor,Frankfurt,False,Hybrid
CAN01841,40-49,6,Master,Munich,False,No preference
CAN01842,40-49,9,Bachelor,Outside Germany,True,Hybrid
CAN01843,50+,8,Vocational training,Munich,False,Remote
CAN01844,30-39,9,Bachelor,Hamburg,True,On-site
CAN01845,20-29,1,Vocational training,Outside Germany,False,Remote
CAN01846,30-39,7,Bachelor,Berlin,False,Hybrid
CAN01847,40-49,6,Master,Berlin,False,Hybrid
CAN01848,40-49,4,Doctorate,Frankfurt,True,Hybrid
CAN01849,20-29,3,Vocational training,Berlin,False,Remote
CAN01850,40-49,7,Bachelor,Frankfurt,False,Remote
CAN01851,50+,18,Master,Berlin,False,Hybrid
CAN01852,30-39,19,Master,Other Germany,True,Remote
CAN01853,50+,9,Vocational training,Other Germany,False,No preference
CAN01854,40-49,3,Vocational training,Other Germany,True,Remote
CAN01855,30-39,8,Vocational training,Munich,False,Hybrid
CAN01856,30-39,2,Bachelor,Frankfurt,False,Hybrid
CAN01857,30-39,11,Master,Other Germany,False,Remote
CAN01858,30-39,1,Master,Frankfurt,True,Remote
CAN01859,30-39,8,Vocational training,Berlin,False,Hybrid
CAN01860,30-39,7,Bachelor,Other Germany,True,Remote
CAN01861,40-49,2,Bachelor,Cologne,False,Remote
CAN01862,30-39,3,Vocational training,Other Germany,False,Remote
CAN01863,40-49,5,Bachelor,Cologne,True,Hybrid
CAN01864,30-39,4,Other,Other Germany,True,Hybrid
CAN01865,40-49,8,Master,Berlin,False,Hybrid
CAN01866,20-29,3,Bachelor,,True,Hybrid
CAN01867,40-49,3,Vocational training,Other Germany,True,Hybrid
CAN01868,30-39,0,Master,Other Germany,False,Hybrid
CAN01869,30-39,3,Master,Other Germany,False,Hybrid
CAN01870,40-49,5,Master,Outside Germany,False,Hybrid
CAN01871,40-49,9,Bachelor,Munich,True,Hybrid
CAN01872,40-49,5,Master,Munich,False,Hybrid
CAN01873,30-39,6,Other,Outside Germany,False,Remote
CAN01874,30-39,12,Other,Other Germany,True,On-site
CAN01875,20-29,1,Master,Other Germany,False,No preference
CAN01876,20-29,3,Other,Other Germany,False,Remote
CAN01877,40-49,6,Bachelor,,False,On-site
CAN01878,40-49,8,Vocational training,Other Germany,False,Remote
CAN01879,20-29,7,Master,Berlin,False,Hybrid
CAN01880,40-49,8,Master,Munich,False,Hybrid
CAN01881,40-49,9,Bachelor,Other Germany,False,Remote
CAN01882,40-49,13,Doctorate,Other Germany,True,Hybrid
CAN01883,30-39,11,Bachelor,Other Germany,True,Hybrid
CAN01884,30-39,7,Other,Munich,False,No preference
CAN01885,40-49,1,Vocational training,Frankfurt,True,Remote
CAN01886,20-29,5,Other,Cologne,False,On-site
CAN01887,40-49,5,Bachelor,Hamburg,True,On-site
CAN01888,40-49,11,Master,Outside Germany,True,Remote
CAN01889,40-49,4,Master,Outside Germany,True,On-site
CAN01890,30-39,2,Master,Hamburg,False,No preference
CAN01891,40-49,0,Master,Hamburg,True,Hybrid
CAN01892,20-29,7,Master,Berlin,True,Hybrid
CAN01893,30-39,1,Vocational training,Hamburg,True,Remote
CAN01894,30-39,2,Bachelor,Berlin,False,No preference
CAN01895,30-39,2,Vocational training,Other Germany,False,Remote
CAN01896,30-39,6,Bachelor,Frankfurt,False,Hybrid
CAN01897,20-29,4,Bachelor,Cologne,False,Hybrid
CAN01898,30-39,1,Bachelor,Frankfurt,True,No preference
CAN01899,30-39,6,Vocational training,Other Germany,True,Hybrid
CAN01900,20-29,10,Doctorate,Frankfurt,False,Hybrid
CAN01901,30-39,8,Master,Frankfurt,False,On-site
CAN01902,30-39,11,Bachelor,Hamburg,False,Hybrid
CAN01903,20-29,7,Master,Frankfurt,False,Hybrid
CAN01904,30-39,6,Vocational training,Frankfurt,False,Hybrid
CAN01905,40-49,3,Vocational training,Other Germany,False,On-site
CAN01906,40-49,4,Master,Hamburg,True,Hybrid
CAN01907,40-49,0,Vocational training,Munich,True,No preference
CAN01908,40-49,3,Master,Berlin,False,No preference
CAN01909,40-49,10,Vocational training,Hamburg,True,No preference
CAN01910,30-39,1,Master,Other Germany,False,Hybrid
CAN01911,30-39,6,Bachelor,Munich,False,On-site
CAN01912,30-39,6,Vocational training,Other Germany,False,Remote
CAN01913,40-49,13,Master,Berlin,True,Hybrid
CAN01914,40-49,9,Bachelor,Frankfurt,False,Hybrid
CAN01915,40-49,5,Vocational training,Frankfurt,False,On-site
CAN01916,50+,19,Master,Frankfurt,False,Hybrid
CAN01917,30-39,7,Master,Hamburg,False,No preference
CAN01918,30-39,6,Master,Berlin,False,Remote
CAN01919,30-39,17,Master,Other Germany,False,Remote
CAN01920,20-29,1,Other,Other Germany,True,No preference
CAN01921,50+,15,Bachelor,Other Germany,False,Remote
CAN01922,50+,16,Vocational training,,False,Remote
CAN01923,30-39,3,Master,Frankfurt,False,Hybrid
CAN01924,30-39,2,Vocational training,Berlin,False,No preference
CAN01925,40-49,5,Vocational training,Berlin,True,Remote
CAN01926,30-39,3,Vocational training,Other Germany,False,Hybrid
CAN01927,20-29,8,Vocational training,Cologne,True,Hybrid
CAN01928,30-39,1,Bachelor,Other Germany,False,Remote
CAN01929,30-39,0,Vocational training,Munich,False,Hybrid
CAN01930,40-49,11,Bachelor,Cologne,False,Remote
CAN01931,30-39,8,Vocational training,Frankfurt,False,Hybrid
CAN01932,50+,17,Bachelor,Berlin,False,No preference
CAN01933,20-29,4,Vocational training,Outside Germany,False,Hybrid
CAN01934,40-49,8,Bachelor,Other Germany,False,No preference
CAN01935,30-39,8,Bachelor,Frankfurt,True,Remote
CAN01936,40-49,4,Master,Other Germany,True,Hybrid
CAN01937,40-49,9,Vocational training,Berlin,False,Hybrid
CAN01938,50+,16,Vocational training,Cologne,True,On-site
CAN01939,20-29,3,Other,Outside Germany,False,No preference
CAN01940,50+,17,Bachelor,Munich,False,Remote
CAN01941,40-49,6,Master,Frankfurt,True,Remote
CAN01942,30-39,4,Bachelor,Outside Germany,True,On-site
CAN01943,40-49,1,Vocational training,Frankfurt,True,Hybrid
CAN01944,20-29,8,Bachelor,Cologne,True,Hybrid
CAN01945,40-49,1,Other,Cologne,False,Hybrid
CAN01946,20-29,1,Vocational training,Berlin,False,Hybrid
CAN01947,20-29,1,Bachelor,Hamburg,False,No preference
CAN01948,30-39,1,Master,Hamburg,False,Remote
CAN01949,40-49,10,Master,Berlin,False,Hybrid
CAN01950,20-29,2,Master,Other Germany,False,No preference
CAN01951,40-49,2,Vocational training,Cologne,False,Remote
CAN01952,50+,11,Bachelor,Frankfurt,False,Hybrid
CAN01953,20-29,1,Bachelor,Other Germany,False,Hybrid
CAN01954,40-49,0,Vocational training,Munich,False,On-site
CAN01955,20-29,2,Bachelor,Other Germany,True,Remote
CAN01956,50+,10,Bachelor,Berlin,True,Hybrid
CAN01957,20-29,6,Vocational training,Outside Germany,False,Hybrid
CAN01958,30-39,2,Bachelor,Other Germany,True,On-site
CAN01959,40-49,6,Master,Munich,False,No preference
CAN01960,40-49,17,Other,Frankfurt,False,Hybrid
CAN01961,40-49,16,Vocational training,Cologne,False,On-site
CAN01962,50+,16,Vocational training,Berlin,False,Hybrid
CAN01963,40-49,3,Doctorate,Other Germany,False,Hybrid
CAN01964,30-39,8,Master,Frankfurt,False,Remote
CAN01965,50+,13,Vocational training,Frankfurt,False,Hybrid
CAN01966,30-39,7,Master,Frankfurt,True,Hybrid
CAN01967,30-39,6,Bachelor,Berlin,True,Remote
CAN01968,20-29,4,Vocational training,Berlin,False,Hybrid
CAN01969,20-29,6,Bachelor,Berlin,True,Hybrid
CAN01970,30-39,6,Bachelor,Outside Germany,True,Remote
