interview_id,application_id,interview_round,scheduled_date,completed_date,interview_format,interviewer_role,score,recommendation,no_show
INT001158,APP004468,1,2025-01-18,2025-01-18,Video,Hiring Manager,2.6,Reject,False
INT001159,APP004469,1,2025-10-14,2025-10-14,Video,Hiring Manager,3.8,Proceed,False
INT001160,APP004470,1,2025-12-04,2025-12-04,On-site,Hiring Manager,3.9,Proceed,False
INT001161,APP004471,1,2025-09-14,2025-09-14,On-site,Hiring Manager,3.2,Hold,False
INT001162,APP004475,1,2025-04-26,2025-04-26,On-site,Hiring Manager,5.0,Proceed,False
INT001163,APP004481,1,2025-06-30,2025-06-30,Video,Hiring Manager,4.5,Proceed,False
INT001164,APP004482,1,2025-06-23,2025-06-23,Video,Hiring Manager,3.9,Proceed,False
INT001165,APP004482,2,2025-07-03,2025-07-03,Video,Panel,4.0,Proceed,False
INT001166,APP004484,1,2024-03-22,2024-03-22,Video,Hiring Manager,3.6,Proceed,False
INT001167,APP004489,1,2024-02-26,2024-02-26,Video,Hiring Manager,4.3,Proceed,False
INT001168,APP004499,1,2025-10-04,2025-10-04,Video,Hiring Manager,4.3,Proceed,False
INT001169,APP004504,1,2024-03-21,2024-03-21,On-site,Hiring Manager,2.5,Reject,False
INT001170,APP004508,1,2025-01-05,2025-01-05,Video,Hiring Manager,,Proceed,False
INT001171,APP004510,1,2025-09-13,2025-09-13,Video,Hiring Manager,2.9,Hold,False
INT001172,APP004512,1,2025-02-28,2025-02-28,Video,Hiring Manager,2.1,Reject,False
INT001173,APP004514,1,2025-05-19,2025-05-19,Video,Hiring Manager,4.1,Proceed,False
INT001174,APP004517,1,2025-02-06,2025-02-06,Video,Hiring Manager,2.9,Hold,False
INT001175,APP004520,1,2025-03-28,2025-03-28,Video,Hiring Manager,2.4,Reject,False
INT001176,APP004521,1,2025-03-02,2025-03-02,On-site,Hiring Manager,1.8,Reject,False
INT001177,APP004522,1,2024-12-21,2024-12-21,Phone,Hiring Manager,3.1,Hold,False
INT001178,APP004529,1,2024-07-14,2024-07-14,Video,Hiring Manager,3.0,Hold,False
INT001179,APP004530,1,2024-10-27,2024-10-27,Video,Hiring Manager,4.2,Proceed,False
INT001180,APP004531,1,2025-01-19,2025-01-19,Phone,Hiring Manager,3.4,Proceed,False
INT001181,APP004536,1,2025-07-06,2025-07-06,Phone,Hiring Manager,2.9,Hold,False
INT001182,APP004542,1,2025-06-29,2025-06-29,Phone,Hiring Manager,3.4,Proceed,False
INT001183,APP004543,1,2025-03-05,2025-03-05,Video,Hiring Manager,3.1,Hold,False
INT001184,APP004558,1,2025-09-16,2025-09-16,Video,Hiring Manager,4.8,Proceed,False
INT001185,APP004563,1,2024-04-16,2024-04-16,Video,Hiring Manager,3.3,Hold,False
INT001186,APP004564,1,2024-10-12,2024-10-12,Phone,Hiring Manager,4.2,Proceed,False
INT001187,APP004567,1,2024-10-13,2024-10-13,On-site,Hiring Manager,3.3,Hold,False
INT001188,APP004574,1,2024-08-19,2024-08-19,Video,Hiring Manager,2.8,Hold,False
INT001189,APP004578,1,2024-12-19,2024-12-19,On-site,Hiring Manager,2.1,Reject,False
INT001190,APP004579,1,2024-10-07,2024-10-07,Phone,Hiring Manager,3.3,Hold,False
INT001191,APP004585,1,2025-12-12,2025-12-12,Video,Hiring Manager,3.3,Hold,False
INT001192,APP004587,1,2025-09-24,2025-09-24,Video,Hiring Manager,5.0,Proceed,False
INT001193,APP004589,1,2025-02-23,2025-02-23,Video,Hiring Manager,2.9,Hold,False
INT001194,APP004591,1,2025-08-29,2025-08-29,On-site,Hiring Manager,4.3,Proceed,False
INT001195,APP004594,1,2025-07-18,2025-07-18,Video,Hiring Manager,3.4,Proceed,False
INT001196,APP004606,1,2024-09-17,2024-09-17,On-site,Hiring Manager,3.2,Hold,False
INT001197,APP004608,1,2024-10-21,2024-10-21,Phone,Hiring Manager,3.8,Proceed,False
INT001198,APP004613,1,2025-06-21,2025-06-21,Video,Hiring Manager,4.0,Proceed,False
INT001199,APP004618,1,2024-12-22,2024-12-22,On-site,Hiring Manager,5.0,Proceed,False
INT001200,APP004619,1,2025-09-15,2025-09-15,Video,Hiring Manager,3.5,Proceed,False
INT001201,APP004624,1,2025-05-23,2025-05-23,Video,Hiring Manager,3.5,Proceed,False
INT001202,APP004631,1,2025-09-15,2025-09-15,On-site,Hiring Manager,2.3,Reject,False
INT001203,APP004635,1,2025-06-27,2025-06-27,Phone,Hiring Manager,4.4,Proceed,False
INT001204,APP004638,1,2024-03-24,2024-03-24,Phone,Hiring Manager,3.5,Proceed,False
INT001205,APP004638,2,2024-03-29,2024-03-29,On-site,Panel,3.6,Proceed,False
INT001206,APP004645,1,2024-05-27,2024-05-27,Video,Hiring Manager,3.4,Proceed,False
INT001207,APP004650,1,2024-05-17,2024-05-17,On-site,Hiring Manager,3.7,Proceed,False
INT001208,APP004656,1,2024-10-08,2024-10-08,Video,Hiring Manager,3.0,Hold,False
INT001209,APP004658,1,2025-04-23,2025-04-23,On-site,Hiring Manager,3.2,Hold,False
INT001210,APP004662,1,2024-05-13,2024-05-13,Video,Hiring Manager,3.9,Proceed,False
INT001211,APP004666,1,2024-11-17,2024-11-17,Phone,Hiring Manager,3.7,Proceed,False
INT001212,APP004666,2,2024-11-28,2024-11-28,On-site,Panel,4.2,Proceed,False
INT001213,APP004667,1,2025-02-01,2025-02-01,Video,Hiring Manager,2.5,Reject,False
INT001214,APP004667,2,2025-02-06,2025-02-06,On-site,Panel,2.5,Hold,False
INT001215,APP004682,1,2024-02-28,2024-02-28,Video,Hiring Manager,2.8,Hold,False
INT001216,APP004682,2,2024-03-06,2024-03-06,On-site,Panel,2.7,Hold,False
INT001217,APP004684,1,2025-06-08,2025-06-08,Video,Hiring Manager,4.1,Proceed,False
INT001218,APP004687,1,2025-02-25,2025-02-25,Video,Hiring Manager,4.0,Proceed,False
INT001219,APP004689,1,2025-05-02,2025-05-02,Video,Hiring Manager,3.7,Proceed,False
INT001220,APP004691,1,2024-08-02,2024-08-02,On-site,Hiring Manager,3.4,Proceed,False
INT001221,APP004692,1,2024-10-05,2024-10-05,On-site,Hiring Manager,1.3,Reject,False
INT001222,APP004697,1,2024-12-09,2024-12-09,Phone,Hiring Manager,2.7,Reject,False
INT001223,APP004698,1,2025-01-12,2025-01-12,Phone,Hiring Manager,4.1,Proceed,False
INT001224,APP004701,1,2024-07-29,2024-07-29,Video,Hiring Manager,4.0,Proceed,False
INT001225,APP004701,2,2024-08-09,2024-08-09,Video,Panel,4.6,Proceed,False
INT001226,APP004702,1,2025-11-19,2025-11-19,Video,Hiring Manager,3.4,Proceed,False
INT001227,APP004707,1,2025-01-04,2025-01-04,Video,Hiring Manager,3.5,Proceed,False
INT001228,APP004720,1,2025-07-28,2025-07-28,On-site,Hiring Manager,3.0,Hold,False
INT001229,APP004720,2,2025-08-08,2025-08-08,On-site,Panel,3.6,Proceed,False
INT001230,APP004722,1,2024-12-05,2024-12-05,Video,Hiring Manager,2.5,Reject,False
INT001231,APP004727,1,2025-01-17,2025-01-17,Video,Hiring Manager,3.9,Proceed,False
INT001232,APP004730,1,2025-09-23,2025-09-23,Video,Hiring Manager,3.4,Proceed,False
INT001233,APP004735,1,2025-06-13,2025-06-13,Phone,Hiring Manager,3.6,Proceed,False
INT001234,APP004736,1,2025-09-24,2025-09-24,Phone,Hiring Manager,3.5,Proceed,False
INT001235,APP004740,1,2024-09-09,2024-09-09,On-site,Hiring Manager,3.8,Proceed,False
INT001236,APP004743,1,2025-03-04,2025-03-04,Video,Hiring Manager,3.2,Hold,False
INT001237,APP004746,1,2024-02-15,2024-02-15,Video,Hiring Manager,4.1,Proceed,False
INT001238,APP004749,1,2025-07-14,2025-07-14,Video,Hiring Manager,3.8,Proceed,False
INT001239,APP004750,1,2025-05-10,2025-05-10,Video,Hiring Manager,3.4,Proceed,False
INT001240,APP004763,1,2025-01-12,2025-01-12,On-site,Hiring Manager,3.5,Proceed,False
INT001241,APP004773,1,2024-10-02,2024-10-02,Phone,Hiring Manager,,Proceed,False
INT001242,APP004773,2,2024-10-10,2024-10-10,On-site,Panel,3.5,Proceed,False
INT001243,APP004779,1,2024-09-02,2024-09-02,On-site,Hiring Manager,2.2,Reject,False
INT001244,APP004782,1,2024-10-08,2024-10-08,On-site,Hiring Manager,3.8,Proceed,False
INT001245,APP004798,1,2024-01-29,2024-01-29,Video,Hiring Manager,5.0,Proceed,False
INT001246,APP004799,1,2024-11-14,2024-11-14,Video,Hiring Manager,4.2,Proceed,False
INT001247,APP004804,1,2025-12-03,2025-12-03,Phone,Hiring Manager,,Hold,False
INT001248,APP004806,1,2025-07-04,2025-07-04,Video,Hiring Manager,3.4,Proceed,False
INT001249,APP004806,2,2025-07-12,2025-07-12,Video,Panel,3.5,Proceed,False
INT001250,APP004809,1,2025-10-10,2025-10-10,Video,Hiring Manager,4.6,Proceed,False
INT001251,APP004811,1,2025-01-27,2025-01-27,On-site,Hiring Manager,2.9,Hold,False
INT001252,APP004812,1,2024-09-05,2024-09-05,Video,Hiring Manager,2.5,Reject,False
INT001253,APP004812,2,2024-09-14,2024-09-14,On-site,Panel,2.4,Hold,False
INT001254,APP004821,1,2025-09-20,2025-09-20,On-site,Hiring Manager,3.5,Proceed,False
INT001255,APP004830,1,2025-05-05,2025-05-05,On-site,Hiring Manager,4.6,Proceed,False
INT001256,APP004835,1,2024-11-25,2024-11-25,Video,Hiring Manager,4.0,Proceed,False
INT001257,APP004839,1,2025-09-28,2025-09-28,On-site,Hiring Manager,2.9,Hold,False
INT001258,APP004843,1,2024-07-30,2024-07-30,Video,Hiring Manager,3.6,Proceed,False
INT001259,APP004844,1,2025-09-01,2025-09-01,Video,Hiring Manager,3.9,Proceed,False
INT001260,APP004844,2,2025-09-10,2025-09-10,On-site,Panel,4.5,Proceed,False
INT001261,APP004847,1,2025-04-09,2025-04-09,Phone,Hiring Manager,3.5,Proceed,False
INT001262,APP004849,1,2025-06-09,2025-06-09,Video,Hiring Manager,,Proceed,False
INT001263,APP004862,1,2025-09-14,2025-09-14,On-site,Hiring Manager,3.5,Proceed,False
INT001264,APP004867,1,2025-07-26,2025-07-26,Video,Hiring Manager,4.0,Proceed,False
INT001265,APP004868,1,2024-04-22,2024-04-22,Video,Hiring Manager,3.9,Proceed,False
INT001266,APP004869,1,2025-09-25,2025-09-25,Video,Hiring Manager,2.1,Reject,False
INT001267,APP004871,1,2025-08-27,2025-08-27,Video,Hiring Manager,3.1,Hold,False
INT001268,APP004874,1,2025-02-03,2025-02-03,Video,Hiring Manager,3.4,Proceed,False
INT001269,APP004874,2,2025-02-14,2025-02-14,On-site,Panel,,Proceed,False
INT001270,APP004883,1,2024-12-19,2024-12-19,Video,Hiring Manager,4.1,Proceed,False
INT001271,APP004883,2,2024-12-29,2024-12-29,On-site,Panel,4.4,Proceed,False
INT001272,APP004893,1,2024-05-07,2024-05-07,On-site,Hiring Manager,3.2,Hold,False
INT001273,APP004895,1,2025-07-13,2025-07-13,Video,Hiring Manager,4.0,Proceed,False
INT001274,APP004901,1,2025-04-08,2025-04-08,Phone,Hiring Manager,3.9,Proceed,False
INT001275,APP004902,1,2025-04-17,2025-04-17,On-site,Hiring Manager,3.8,Proceed,False
INT001276,APP004909,1,2024-04-16,2024-04-16,Video,Hiring Manager,3.6,Proceed,False
INT001277,APP004911,1,2025-11-22,2025-11-22,Phone,Hiring Manager,3.9,Proceed,False
INT001278,APP004914,1,2024-07-28,2024-07-28,On-site,Hiring Manager,3.6,Proceed,False
INT001279,APP004924,1,2025-10-29,2025-10-29,Video,Hiring Manager,3.6,Proceed,False
INT001280,APP004933,1,2025-09-24,2025-09-24,Video,Hiring Manager,3.1,Hold,False
INT001281,APP004935,1,2024-07-24,2024-07-24,Phone,Hiring Manager,2.9,Hold,False
INT001282,APP004940,1,2025-06-19,2025-06-19,Video,Hiring Manager,2.1,Reject,False
INT001283,APP004941,1,2024-09-21,2024-09-21,Video,Hiring Manager,4.7,Proceed,False
INT001284,APP004942,1,2025-11-15,2025-11-15,Video,Hiring Manager,2.5,Reject,False
INT001285,APP004945,1,2024-12-18,2024-12-18,Video,Hiring Manager,3.9,Proceed,False
INT001286,APP004946,1,2025-05-15,2025-05-15,On-site,Hiring Manager,2.8,Hold,False
INT001287,APP004957,1,2025-10-02,2025-10-02,Video,Hiring Manager,3.1,Hold,False
INT001288,APP004961,1,2025-04-17,2025-04-17,Video,Hiring Manager,3.0,Hold,False
INT001289,APP004962,1,2024-04-16,2024-04-16,Phone,Hiring Manager,2.5,Reject,False
INT001290,APP004965,1,2024-09-01,2024-09-01,On-site,Hiring Manager,3.3,Hold,False
INT001291,APP004968,1,2025-07-11,2025-07-11,Phone,Hiring Manager,3.4,Proceed,False
INT001292,APP004972,1,2025-10-22,2025-10-22,Video,Hiring Manager,2.2,Reject,False
INT001293,APP004978,1,2025-09-18,2025-09-18,Video,Hiring Manager,2.8,Hold,False
INT001294,APP004982,1,2024-05-11,2024-05-11,Video,Hiring Manager,4.5,Proceed,False
INT001295,APP005007,1,2025-09-03,2025-09-03,Video,Hiring Manager,3.9,Proceed,False
INT001296,APP005009,1,2024-11-09,2024-11-09,On-site,Hiring Manager,3.8,Proceed,False
INT001297,APP005014,1,2025-11-04,2025-11-04,Phone,Hiring Manager,3.5,Proceed,False
INT001298,APP005027,1,2024-05-18,2024-05-18,Video,Hiring Manager,4.6,Proceed,False
INT001299,APP005028,1,2025-10-18,2025-10-18,On-site,Hiring Manager,2.9,Hold,False
INT001300,APP005029,1,2025-10-11,2025-10-11,On-site,Hiring Manager,1.8,Reject,False
INT001301,APP005031,1,2024-04-04,2024-04-04,On-site,Hiring Manager,3.6,Proceed,False
INT001302,APP005037,1,2024-12-23,2024-12-23,Video,Hiring Manager,4.2,Proceed,False
INT001303,APP005043,1,2025-02-25,2025-02-25,Phone,Hiring Manager,4.3,Proceed,False
INT001304,APP005045,1,2024-10-26,2024-10-26,Video,Hiring Manager,4.9,Proceed,False
INT001305,APP005046,1,2025-12-03,2025-12-03,Video,Hiring Manager,3.0,Hold,False
INT001306,APP005054,1,2025-10-19,2025-10-19,Video,Hiring Manager,3.3,Hold,False
INT001307,APP005064,1,2024-05-04,2024-05-04,Video,Hiring Manager,3.4,Proceed,False
INT001308,APP005068,1,2025-03-31,2025-03-31,Video,Hiring Manager,2.6,Reject,False
INT001309,APP005068,2,2025-04-07,2025-04-07,On-site,Panel,3.2,Hold,False
INT001310,APP005087,1,2025-08-11,2025-08-11,Video,Hiring Manager,4.0,Proceed,False
INT001311,APP005095,1,2025-11-19,2025-11-19,On-site,Hiring Manager,4.5,Proceed,False
INT001312,APP005096,1,2025-11-09,2025-11-09,Video,Hiring Manager,3.9,Proceed,False
INT001313,APP005099,1,2025-12-01,2025-12-01,Video,Hiring Manager,3.0,Hold,False
INT001314,APP005113,1,2025-08-20,2025-08-20,Video,Hiring Manager,3.6,Proceed,False
INT001315,APP005113,2,2025-08-24,2025-08-24,On-site,Panel,3.4,Proceed,False
INT001316,APP005120,1,2024-10-01,2024-10-01,Video,Hiring Manager,4.6,Proceed,False
INT001317,APP005121,1,2024-03-31,2024-03-31,On-site,Hiring Manager,2.3,Reject,False
INT001318,APP005127,1,2025-05-07,2025-05-07,Phone,Hiring Manager,,Proceed,False
INT001319,APP005130,1,2025-08-16,2025-08-16,Video,Hiring Manager,1.1,Reject,False
INT001320,APP005130,2,2025-08-20,2025-08-20,On-site,Panel,1.0,Hold,False
INT001321,APP005134,1,2025-08-23,2025-08-23,On-site,Hiring Manager,2.4,Reject,False
INT001322,APP005134,2,2025-08-27,2025-08-27,On-site,Panel,2.6,Hold,False
INT001323,APP005135,1,2025-09-27,2025-09-27,On-site,Hiring Manager,4.0,Proceed,False
INT001324,APP005140,1,2025-02-21,2025-02-21,On-site,Hiring Manager,3.6,Proceed,False
INT001325,APP005144,1,2025-01-20,2025-01-20,Phone,Hiring Manager,2.1,Reject,False
INT001326,APP005146,1,2024-04-04,2024-04-04,Video,Hiring Manager,2.7,Reject,False
INT001327,APP005146,2,2024-04-11,2024-04-11,On-site,Panel,2.5,Hold,False
INT001328,APP005148,1,2024-08-29,2024-08-29,On-site,Hiring Manager,2.7,Reject,False
INT001329,APP005148,2,2024-09-05,2024-09-05,On-site,Panel,,Hold,False
INT001330,APP005151,1,2024-10-21,2024-10-21,Video,Hiring Manager,3.7,Proceed,False
INT001331,APP005157,1,2024-10-05,2024-10-05,Video,Hiring Manager,2.8,Hold,False
INT001332,APP005161,1,2024-10-10,2024-10-10,Video,Hiring Manager,4.4,Proceed,False
INT001333,APP005187,1,2025-07-04,2025-07-04,Video,Hiring Manager,4.3,Proceed,False
INT001334,APP005191,1,2025-07-23,2025-07-23,On-site,Hiring Manager,2.7,Reject,False
INT001335,APP005196,1,2024-02-11,2024-02-11,Video,Hiring Manager,5.0,Proceed,False
INT001336,APP005199,1,2024-11-06,2024-11-06,Video,Hiring Manager,,Hold,False
INT001337,APP005202,1,2025-01-07,2025-01-07,Video,Hiring Manager,3.3,Hold,False
INT001338,APP005207,1,2025-12-07,2025-12-07,Phone,Hiring Manager,4.6,Proceed,False
INT001339,APP005210,1,2025-09-08,2025-09-08,Video,Hiring Manager,2.4,Reject,False
INT001340,APP005211,1,2024-09-24,2024-09-24,Phone,Hiring Manager,4.5,Proceed,False
INT001341,APP005211,2,2024-10-04,2024-10-04,On-site,Panel,4.8,Proceed,False
INT001342,APP005213,1,2025-01-25,2025-01-25,Video,Hiring Manager,2.3,Reject,False
INT001343,APP005216,1,2025-12-19,2025-12-19,Video,Hiring Manager,3.2,Hold,False
INT001344,APP005231,1,2025-11-13,2025-11-13,Phone,Hiring Manager,2.0,Reject,False
INT001345,APP005235,1,2025-10-09,2025-10-09,Video,Hiring Manager,3.4,Proceed,False
INT001346,APP005236,1,2025-10-22,2025-10-22,Video,Hiring Manager,2.9,Hold,False
INT001347,APP005241,1,2024-04-05,2024-04-05,Phone,Hiring Manager,,Proceed,False
INT001348,APP005245,1,2025-12-19,2025-12-19,On-site,Hiring Manager,1.8,Reject,False
INT001349,APP005246,1,2025-03-16,2025-03-16,Video,Hiring Manager,2.9,Hold,False
INT001350,APP005251,1,2025-10-20,2025-10-20,Video,Hiring Manager,2.4,Reject,False
INT001351,APP005252,1,2024-12-23,2024-12-23,Video,Hiring Manager,2.5,Reject,False
INT001352,APP005255,1,2025-08-31,2025-08-31,Video,Hiring Manager,2.6,Reject,False
INT001353,APP005260,1,2024-12-18,2024-12-18,Video,Hiring Manager,4.1,Proceed,False
INT001354,APP005265,1,2025-06-24,2025-06-24,Video,Hiring Manager,2.7,Reject,False
INT001355,APP005267,1,2024-07-29,2024-07-29,Video,Hiring Manager,1.7,Reject,False
INT001356,APP005271,1,2025-01-22,2025-01-22,Video,Hiring Manager,4.5,Proceed,False
INT001357,APP005272,1,2024-04-23,2024-04-23,Video,Hiring Manager,3.3,Hold,False
INT001358,APP005290,1,2025-02-16,2025-02-16,On-site,Hiring Manager,3.2,Hold,False
INT001359,APP005291,1,2024-11-06,2024-11-06,On-site,Hiring Manager,,Proceed,False
INT001360,APP005293,1,2025-10-26,2025-10-26,Video,Hiring Manager,3.5,Proceed,False
INT001361,APP005296,1,2024-08-20,2024-08-20,Video,Hiring Manager,2.1,Reject,False
INT001362,APP005299,1,2025-02-27,2025-02-27,On-site,Hiring Manager,4.1,Proceed,False
INT001363,APP005300,1,2025-07-02,2025-07-02,Video,Hiring Manager,1.2,Reject,False
INT001364,APP005301,1,2024-03-14,2024-03-14,Video,Hiring Manager,1.9,Reject,False
INT001365,APP005303,1,2025-05-09,2025-05-09,Video,Hiring Manager,3.3,Hold,False
INT001366,APP005315,1,2024-03-01,2024-03-01,Video,Hiring Manager,2.6,Reject,False
INT001367,APP005323,1,2025-09-13,2025-09-13,On-site,Hiring Manager,2.2,Reject,False
INT001368,APP005324,1,2024-03-14,2024-03-14,Video,Hiring Manager,4.3,Proceed,False
INT001369,APP005327,1,2024-10-25,2024-10-25,Phone,Hiring Manager,4.5,Proceed,False
INT001370,APP005329,1,2024-09-01,2024-09-01,Video,Hiring Manager,3.2,Hold,False
INT001371,APP005347,1,2025-06-07,2025-06-07,On-site,Hiring Manager,4.3,Proceed,False
INT001372,APP005356,1,2024-03-10,2024-03-10,Video,Hiring Manager,2.4,Reject,False
INT001373,APP005360,1,2025-02-15,2025-02-15,Video,Hiring Manager,2.3,Reject,False
INT001374,APP005360,2,2025-02-25,2025-02-25,On-site,Panel,2.4,Hold,False
INT001375,APP005364,1,2025-05-11,2025-05-11,Video,Hiring Manager,3.3,Hold,False
INT001376,APP005367,1,2024-02-24,2024-02-24,Video,Hiring Manager,2.9,Hold,False
INT001377,APP005367,2,2024-02-29,2024-02-29,On-site,Panel,2.9,Hold,False
INT001378,APP005369,1,2025-03-17,2025-03-17,Video,Hiring Manager,3.1,Hold,False
INT001379,APP005372,1,2024-11-21,2024-11-21,On-site,Hiring Manager,2.8,Hold,False
INT001380,APP005384,1,2025-05-05,2025-05-05,On-site,Hiring Manager,2.7,Reject,False
INT001381,APP005389,1,2025-08-30,2025-08-30,Video,Hiring Manager,3.1,Hold,False
INT001382,APP005390,1,2025-05-17,2025-05-04,Video,Hiring Manager,3.6,Proceed,False
INT001383,APP005394,1,2025-01-18,2025-01-18,Phone,Hiring Manager,3.5,Proceed,False
INT001384,APP005398,1,2026-01-04,2026-01-04,On-site,Hiring Manager,4.6,Proceed,False
INT001385,APP005403,1,2024-06-20,2024-06-20,Video,Hiring Manager,2.6,Reject,False
INT001386,APP005405,1,2024-09-30,2024-09-30,Video,Hiring Manager,3.8,Proceed,False
INT001387,APP005407,1,2025-12-13,2025-12-13,Phone,Hiring Manager,2.9,Hold,False
INT001388,APP005407,2,2025-12-24,2025-12-24,On-site,Panel,2.5,Hold,False
INT001389,APP005408,1,2024-10-14,2024-10-14,Video,Hiring Manager,4.4,Proceed,False
INT001390,APP005411,1,2025-08-12,2025-08-12,Phone,Hiring Manager,3.2,Hold,False
INT001391,APP005413,1,2024-08-26,2024-08-26,Phone,Hiring Manager,3.5,Proceed,False
INT001392,APP005423,1,2025-10-05,2025-10-05,Video,Hiring Manager,4.4,Proceed,False
INT001393,APP005427,1,2025-05-11,2025-05-11,Video,Hiring Manager,2.9,Hold,False
INT001394,APP005436,1,2024-11-18,2024-11-18,On-site,Hiring Manager,3.5,Proceed,False
INT001395,APP005437,1,2025-06-18,2025-06-18,Video,Hiring Manager,3.3,Hold,False
INT001396,APP005438,1,2025-06-30,2025-06-30,Video,Hiring Manager,3.3,Hold,False
INT001397,APP005450,1,2024-10-03,2024-10-03,Phone,Hiring Manager,2.9,Hold,False
INT001398,APP005451,1,2025-03-17,2025-03-17,On-site,Hiring Manager,2.7,Reject,False
INT001399,APP005452,1,2024-12-13,2024-12-13,On-site,Hiring Manager,3.0,Hold,False
INT001400,APP005460,1,2025-06-08,2025-06-08,Video,Hiring Manager,3.2,Hold,False
INT001401,APP005460,2,2025-06-16,2025-06-16,On-site,Panel,4.1,Proceed,False
INT001402,APP005462,1,2024-04-24,2024-04-24,Video,Hiring Manager,3.1,Hold,False
INT001403,APP005470,1,2025-07-03,2025-07-03,Phone,Hiring Manager,2.8,Hold,False
INT001404,APP005471,1,2025-09-12,2025-09-12,Video,Hiring Manager,4.2,Proceed,False
INT001405,APP005474,1,2024-11-01,2024-11-01,On-site,Hiring Manager,3.0,Hold,False
INT001406,APP005474,2,2024-11-10,2024-10-29,On-site,Panel,2.8,Hold,False
INT001407,APP005489,1,2025-12-28,2025-12-28,Video,Hiring Manager,3.3,Hold,False
INT001408,APP005490,1,2024-05-13,2024-05-13,On-site,Hiring Manager,1.7,Reject,False
INT001409,APP005491,1,2024-08-27,2024-08-27,Phone,Hiring Manager,3.3,Hold,False
INT001410,APP005491,2,2024-09-07,2024-09-07,On-site,Panel,3.2,Hold,False
INT001411,APP005493,1,2024-04-13,2024-04-13,Video,Hiring Manager,4.3,Proceed,False
INT001412,APP005495,1,2024-05-30,2024-05-30,Video,Hiring Manager,5.0,Proceed,False
INT001413,APP005500,1,2024-04-22,2024-04-22,Video,Hiring Manager,4.1,Proceed,False
INT001414,APP005502,1,2025-02-10,2025-02-10,On-site,Hiring Manager,5.0,Proceed,False
INT001415,APP005508,1,2024-02-07,2024-02-07,Video,Hiring Manager,4.8,Proceed,False
INT001416,APP005521,1,2025-03-24,2025-03-24,Video,Hiring Manager,3.3,Hold,False
